Icon,Name,Start Time,Grid Northing (m),Grid Easting (m),Elevation (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240720105450 2024-07-20 11:11:38.528177500 AM,7/20/2024 11:11,3489960.449,220370.195,2668.254,USER,Fixed,Corrected,None,281, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.818,0.773,1.646, , , , 
 ,20240720105450 2024-07-20 11:11:40.525663100 AM,7/20/2024 11:11,3489978.33,220361.521,2668.276,USER,Fixed,Corrected,None,282, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.818,0.773,1.646, , , , 
 ,20240720105450 2024-07-20 11:11:36.534619600 AM,7/20/2024 11:11,3489942.693,220378.922,2667.997,USER,Fixed,Corrected,None,280, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.819,0.773,1.646, , , , 
 ,20240720105450 2024-07-20 11:11:34.539146700 AM,7/20/2024 11:11,3489924.614,220387.888,2667.897,USER,Fixed,Corrected,None,279, ,BYCODE(0), ,0.013,0.013,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.819,0.773,1.647, , , , 
 ,20240720105450 2024-07-20 11:11:42.548497400 AM,7/20/2024 11:11,3489996.104,220352.519,2667.842,USER,Fixed,Corrected,None,283, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.818,0.773,1.646, , , , 
 ,20240720105450 2024-07-20 11:11:44.542066300 AM,7/20/2024 11:11,3490013.893,220343.703,2667.667,USER,Fixed,Corrected,None,284, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.818,0.773,1.645, , , , 
 ,20240720105450 2024-07-20 11:11:50.524922100 AM,7/20/2024 11:11,3490067.384,220317.408,2667.834,USER,Fixed,Corrected,None,287, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.817,0.773,1.644, , , , 
 ,20240720105450 2024-07-20 11:11:46.529510000 AM,7/20/2024 11:11,3490031.68,220335.014,2667.583,USER,Fixed,Corrected,None,285, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.817,0.773,1.645, , , , 
 ,20240720105450 2024-07-20 11:11:48.533591500 AM,7/20/2024 11:11,3490049.684,220326.175,2667.808,USER,Fixed,Corrected,None,286, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.817,0.773,1.645, , , , 
 ,20240720105450 2024-07-20 11:11:52.551877000 AM,7/20/2024 11:11,3490085.519,220308.354,2667.683,USER,Fixed,Corrected,None,288, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.817,0.773,1.644, , , , 
 ,20240720105450 2024-07-20 11:11:54.537228600 AM,7/20/2024 11:11,3490103.323,220299.572,2667.805,USER,Fixed,Corrected,None,289, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.816,0.773,1.644, , , , 
 ,20240720105450 2024-07-20 11:11:56.524450100 AM,7/20/2024 11:11,3490121.279,220290.824,2668.177,USER,Fixed,Corrected,None,290, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.816,0.773,1.643, , , , 
 ,20240720105450 2024-07-20 11:12:00.542518400 AM,7/20/2024 11:12,3490157.169,220272.877,2668.537,USER,Fixed,Corrected,None,292, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.816,0.773,1.643, , , , 
 ,20240720105450 2024-07-20 11:12:02.531837900 AM,7/20/2024 11:12,3490174.996,220264.029,2668.543,USER,Fixed,Corrected,None,293, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.815,0.773,1.643, , , , 
 ,20240720105450 2024-07-20 11:12:04.519304500 AM,7/20/2024 11:12,3490192.675,220255.261,2668.588,USER,Fixed,Corrected,None,294, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.815,0.773,1.642, , , , 
 ,20240720105450 2024-07-20 11:11:58.544925000 AM,7/20/2024 11:11,3490139.444,220281.812,2668.492,USER,Fixed,Corrected,None,291, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.816,0.773,1.643, , , , 
 ,20240720105450 2024-07-20 11:12:06.542009400 AM,7/20/2024 11:12,3490210.835,220246.306,2668.491,USER,Fixed,Corrected,None,295, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.815,0.773,1.642, , , , 
 ,20240720105450 2024-07-20 11:12:16.538846000 AM,7/20/2024 11:12,3490300.279,220201.941,2668.276,USER,Fixed,Corrected,None,300, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.814,0.773,1.64, , , , 
 ,20240720105450 2024-07-20 11:12:12.518563700 AM,7/20/2024 11:12,3490264.291,220219.798,2668.082,USER,Fixed,Corrected,None,298, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.814,0.773,1.641, , , , 
 ,20240720105450 2024-07-20 11:12:10.533290100 AM,7/20/2024 11:12,3490246.544,220228.66,2668.236,USER,Fixed,Corrected,None,297, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.814,0.773,1.641, , , , 
 ,20240720105450 2024-07-20 11:12:08.531183000 AM,7/20/2024 11:12,3490228.664,220237.549,2668.411,USER,Fixed,Corrected,None,296, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.815,0.773,1.642, , , , 
 ,20240720105450 2024-07-20 11:12:14.541274800 AM,7/20/2024 11:12,3490282.343,220210.778,2668.003,USER,Fixed,Corrected,None,299, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.814,0.773,1.641, , , , 
 ,20240720105450 2024-07-20 11:12:18.528248500 AM,7/20/2024 11:12,3490318.057,220193.21,2668.355,USER,Fixed,Corrected,None,301, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.813,0.773,1.64, , , , 
 ,20240720105450 2024-07-20 11:12:24.539628300 AM,7/20/2024 11:12,3490371.68,220166.523,2667.34,USER,Fixed,Corrected,None,304, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.813,0.773,1.639, , , , 
 ,20240720105450 2024-07-20 11:12:20.523703100 AM,7/20/2024 11:12,3490335.922,220184.407,2668.165,USER,Fixed,Corrected,None,302, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.813,0.773,1.64, , , , 
 ,20240720105450 2024-07-20 11:12:28.524672700 AM,7/20/2024 11:12,3490407.362,220148.666,2667.926,USER,Fixed,Corrected,None,306, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.812,0.774,1.639, , , , 
 ,20240720105450 2024-07-20 11:12:22.550336800 AM,7/20/2024 11:12,3490353.921,220175.474,2667.689,USER,Fixed,Corrected,None,303, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.813,0.773,1.64, , , , 
 ,20240720105450 2024-07-20 11:12:26.531132500 AM,7/20/2024 11:12,3490389.518,220157.604,2667.438,USER,Fixed,Corrected,None,305, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.812,0.774,1.639, , , , 
 ,20240720105450 2024-07-20 11:12:30.528953800 AM,7/20/2024 11:12,3490425.335,220139.809,2668.03,USER,Fixed,Corrected,None,307, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.812,0.774,1.638, , , , 
 ,20240720105450 2024-07-20 11:12:32.530942900 AM,7/20/2024 11:12,3490443.244,220131.051,2668.091,USER,Fixed,Corrected,None,308, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.812,0.774,1.638, , , , 
 ,20240720105450 2024-07-20 11:12:34.518235400 AM,7/20/2024 11:12,3490461.198,220122.233,2667.833,USER,Fixed,Corrected,None,309, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.811,0.774,1.638, , , , 
 ,20240720105450 2024-07-20 11:12:38.538873700 AM,7/20/2024 11:12,3490497.153,220104.366,2668.173,USER,Fixed,Corrected,None,311, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.811,0.774,1.637, , , , 
 ,20240720105450 2024-07-20 11:12:40.528481200 AM,7/20/2024 11:12,3490515.022,220095.703,2668.254,USER,Fixed,Corrected,None,312, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.81,0.774,1.637, , , , 
 ,20240720105450 2024-07-20 11:12:36.541106200 AM,7/20/2024 11:12,3490479.415,220113.321,2668.079,USER,Fixed,Corrected,None,310, ,BYCODE(0), ,0.013,0.012,0.014,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.811,0.774,1.637, , , , 
 ,20240720105450 2024-07-20 11:12:42.518072800 AM,7/20/2024 11:12,3490532.636,220087.073,2667.81,USER,Fixed,Corrected,None,313, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.81,0.774,1.637, , , , 
 ,20240720105450 2024-07-20 11:12:44.509623500 AM,7/20/2024 11:12,3490550.461,220077.984,2667.497,USER,Fixed,Corrected,None,314, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.81,0.774,1.636, , , , 
 ,20240720105450 2024-07-20 11:12:50.527945500 AM,7/20/2024 11:12,3490604.331,220051.243,2666.945,USER,Fixed,Corrected,None,317, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.809,0.774,1.635, , , , 
 ,20240720105450 2024-07-20 11:12:48.503112600 AM,7/20/2024 11:12,3490586.169,220060.414,2666.874,USER,Fixed,Corrected,None,316, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.809,0.774,1.636, , , , 
 ,20240720105450 2024-07-20 11:12:46.501019200 AM,7/20/2024 11:12,3490568.223,220069.142,2667.345,USER,Fixed,Corrected,None,315, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.81,0.774,1.636, , , , 
 ,20240720105450 2024-07-20 11:12:52.513345200 AM,7/20/2024 11:12,3490622.09,220042.526,2667.303,USER,Fixed,Corrected,None,318, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.809,0.774,1.635, , , , 
 ,20240720105450 2024-07-20 11:12:54.513401500 AM,7/20/2024 11:12,3490639.956,220033.887,2667.289,USER,Fixed,Corrected,None,319, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.809,0.774,1.635, , , , 
 ,20240720105450 2024-07-20 11:12:56.505137200 AM,7/20/2024 11:12,3490657.63,220025.139,2666.842,USER,Fixed,Corrected,None,320, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.808,0.774,1.634, , , , 
 ,20240720105450 2024-07-20 11:13:06.524270100 AM,7/20/2024 11:13,3490747.486,219980.67,2666.427,USER,Fixed,Corrected,None,325, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.807,0.774,1.633, , , , 
 ,20240720105450 2024-07-20 11:13:08.515699600 AM,7/20/2024 11:13,3490765.417,219971.668,2666.23,USER,Fixed,Corrected,None,326, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.807,0.774,1.632, , , , 
 ,20240720105450 2024-07-20 11:12:58.530167100 AM,7/20/2024 11:12,3490675.897,220016.062,2666.721,USER,Fixed,Corrected,None,321, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.808,0.774,1.634, , , , 
 ,20240720105450 2024-07-20 11:13:04.532536500 AM,7/20/2024 11:13,3490729.669,219989.371,2666.875,USER,Fixed,Corrected,None,324, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.807,0.774,1.633, , , , 
 ,20240720105450 2024-07-20 11:13:00.517778900 AM,7/20/2024 11:13,3490693.78,220007.109,2667.124,USER,Fixed,Corrected,None,322, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.808,0.774,1.634, , , , 
 ,20240720105450 2024-07-20 11:13:02.507536400 AM,7/20/2024 11:13,3490711.506,219998.359,2667.103,USER,Fixed,Corrected,None,323, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.808,0.774,1.633, , , , 
 ,20240720105450 2024-07-20 11:13:12.529822300 AM,7/20/2024 11:13,3490801.386,219953.69,2666.53,USER,Fixed,Corrected,None,328, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.806,0.774,1.632, , , , 
 ,20240720105450 2024-07-20 11:13:18.498172000 AM,7/20/2024 11:13,3490854.55,219927.317,2666.997,USER,Fixed,Corrected,None,331, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.805,0.774,1.631, , , , 
 ,20240720105450 2024-07-20 11:13:14.517052900 AM,7/20/2024 11:13,3490819.169,219944.808,2666.797,USER,Fixed,Corrected,None,329, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.806,0.774,1.631, , , , 
 ,20240720105450 2024-07-20 11:13:10.501070500 AM,7/20/2024 11:13,3490783.049,219962.671,2666.307,USER,Fixed,Corrected,None,327, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.806,0.774,1.632, , , , 
 ,20240720105450 2024-07-20 11:13:16.510869500 AM,7/20/2024 11:13,3490837.002,219935.981,2666.943,USER,Fixed,Corrected,None,330, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.806,0.774,1.631, , , , 
 ,20240720105450 2024-07-20 11:13:28.073389800 AM,7/20/2024 11:13,3490868.016,219943.492,2668.022,USER,Fixed,Corrected,None,333, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.804,0.774,1.629, , , , 
 ,20240720105450 2024-07-20 11:13:24.178215500 AM,7/20/2024 11:13,3490865.388,219922.13,2667.691,USER,Fixed,Corrected,None,332, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.804,0.774,1.63, , , , 
 ,20240720105450 2024-07-20 11:13:36.963365600 AM,7/20/2024 11:13,3490849.295,219963.647,2666.926,USER,Fixed,Corrected,None,335, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.803,0.775,1.628, , , , 
 ,20240720105450 2024-07-20 11:13:33.272387500 AM,7/20/2024 11:13,3490869.244,219953.59,2667.355,USER,Fixed,Corrected,None,334, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.803,0.775,1.628, , , , 
 ,20240720105450 2024-07-20 11:13:38.950708400 AM,7/20/2024 11:13,3490831.444,219972.458,2666.792,USER,Fixed,Corrected,None,336, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.802,0.775,1.627, , , , 
 ,20240720105450 2024-07-20 11:13:40.944293300 AM,7/20/2024 11:13,3490813.51,219980.997,2667.242,USER,Fixed,Corrected,None,337, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.802,0.775,1.627, , , , 
 ,20240720105450 2024-07-20 11:13:42.975385400 AM,7/20/2024 11:13,3490795.229,219990.087,2667.905,USER,Fixed,Corrected,None,338, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.802,0.775,1.627, , , , 
 ,20240720105450 2024-07-20 11:13:44.948316300 AM,7/20/2024 11:13,3490777.704,219998.939,2668.154,USER,Fixed,Corrected,None,339, ,BYCODE(0), ,0.012,0.012,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.802,0.775,1.626, , , , 
 ,20240720112650 2024-07-20 11:28:01.884704800 AM,7/20/2024 11:28,3490756.402,219907.793,2557.798,USER,Partial,Corrected,None,1, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.378,0.707,1.183, , , , 
 ,20240720112650 2024-07-20 11:29:40.356026400 AM,7/20/2024 11:29,3490689.237,220042.899,2670.629,USER,Fixed,Corrected,None,6, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.706,1.18, , , , 
 ,20240720112650 2024-07-20 11:29:46.359562200 AM,7/20/2024 11:29,3490635.777,220069.395,2670.935,USER,Fixed,Corrected,None,9, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.705,1.18, , , , 
 ,20240720112650 2024-07-20 11:29:38.331211600 AM,7/20/2024 11:29,3490707.304,220033.966,2670.286,USER,Fixed,Corrected,None,5, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.706,1.18, , , , 
 ,20240720112650 2024-07-20 11:35:59.694702400 AM,7/20/2024 11:35:60 AM,3490391.866,220325.565,2670.826,USER,Fixed,Corrected,None,176, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:37.061622600 AM,7/20/2024 11:34,3489944.492,220480.185,2672.392,USER,Fixed,Corrected,None,144, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:37:17.865942700 AM,7/20/2024 11:37,3490104.238,220502.791,2669.109,USER,Fixed,Corrected,None,209, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:37.769769700 AM,7/20/2024 11:32,3490610.787,220115.207,2671.604,USER,Fixed,Corrected,None,90, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:30:50.324420700 AM,7/20/2024 11:30,3490064.384,220352.488,2670.973,USER,Fixed,Corrected,None,41, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720112650 2024-07-20 11:38:00.603005400 AM,7/20/2024 11:38,3490346.543,220408.13,2670.376,USER,Fixed,Corrected,None,226, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:56:06.179923300 AM,7/20/2024 11:56,3490048.559,220733.023,2635.4,USER,Fixed,Corrected,None,44, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.436,0.728,1.238, , , , 
 ,20240720112650 2024-07-20 11:35:30.528630500 AM,7/20/2024 11:35,3490295.223,220339.851,2668.003,USER,Fixed,Corrected,None,166, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:45.361758700 AM,7/20/2024 11:38,3489997.697,220588.85,2670.675,USER,Fixed,Corrected,None,246, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:31:53.754037400 AM,7/20/2024 11:31,3490217.365,220310.274,2670.725,USER,Fixed,Corrected,None,68, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:35:14.524202100 AM,7/20/2024 11:35,3490151.883,220411.193,2669.825,USER,Fixed,Corrected,None,158, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720115140 2024-07-20 11:56:09.883746100 AM,7/20/2024 11:56,3490068.973,220722.971,2634.859,USER,Fixed,Corrected,None,45, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.437,0.728,1.239, , , , 
 ,20240720112650 2024-07-20 11:37:23.852663500 AM,7/20/2024 11:37,3490157.469,220475.821,2668.742,USER,Fixed,Corrected,None,212, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:55:25.313773400 AM,7/20/2024 11:55,3490224.902,220588.751,2634.44,USER,Fixed,Corrected,None,30, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.432,0.728,1.233, , , , 
 ,20240720112650 2024-07-20 11:30:46.312179800 AM,7/20/2024 11:30,3490100.435,220334.696,2670.811,USER,Fixed,Corrected,None,39, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720115140 2024-07-20 11:54:20.621007900 AM,7/20/2024 11:54,3490166.566,220574.012,2635.216,USER,Fixed,Corrected,None,6, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.444,0.729,1.247, , , , 
 ,20240720115140 2024-07-20 11:54:18.627450200 AM,7/20/2024 11:54,3490184.389,220565.139,2634.957,USER,Fixed,Corrected,None,5, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.444,0.729,1.246, , , , 
 ,20240720112650 2024-07-20 11:32:21.759908000 AM,7/20/2024 11:32,3490467.679,220185.793,2671.17,USER,Fixed,Corrected,None,82, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:35:55.415956500 AM,7/20/2024 11:35,3490394.524,220319.615,2670.715,USER,Fixed,Corrected,None,175, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:54.311544200 AM,7/20/2024 11:30,3490028.572,220370.194,2671.182,USER,Fixed,Corrected,None,43, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720112650 2024-07-20 11:29:34.354372300 AM,7/20/2024 11:29,3490743.092,220016.263,2670.251,USER,Fixed,Corrected,None,3, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.706,1.18, , , , 
 ,20240720112650 2024-07-20 11:33:30.710913900 AM,7/20/2024 11:33,3490534.513,220187.166,2670.139,USER,Fixed,Corrected,None,111, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720115140 2024-07-20 11:56:13.860446700 AM,7/20/2024 11:56,3490104.616,220705.406,2634.949,USER,Fixed,Corrected,None,47, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.437,0.728,1.239, , , , 
 ,20240720112650 2024-07-20 11:33:48.721690400 AM,7/20/2024 11:33,3490373.294,220267.25,2670.313,USER,Fixed,Corrected,None,120, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:43.339018100 AM,7/20/2024 11:38,3490015.489,220580.077,2670.576,USER,Fixed,Corrected,None,245, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720115140 2024-07-20 11:54:16.634172700 AM,7/20/2024 11:54,3490202.108,220556.334,2634.818,USER,Fixed,Corrected,None,4, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.444,0.729,1.246, , , , 
 ,20240720112650 2024-07-20 11:36:29.412234100 AM,7/20/2024 11:36,3490138.825,220451.127,2669.961,USER,Fixed,Corrected,None,190, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:44.322737200 AM,7/20/2024 11:30,3490118.236,220325.915,2671.022,USER,Fixed,Corrected,None,38, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
