subject,count
تمدید پایان نامه,1
در خواست شرکت در امتحان مجدد درس عمومی تاربخ تحلیلی,1
درخواست شرکت مجدد در امتحان درس عمومی اندیشه و  وصایا امام,1
ریحانه منگلی هستم با کد دانشجویی۴۰۳۴۳۰۴۵۴ درخواست حضور در امتحان حقوق اساسی با کد ۱۰۶۸۱۰۵۷۱۷ را دارم ,1
امتحان مجدد انقلاب اسلامی,1
امتحان مجدد انقلاب اسلامی ,1
با سلام جهت امتحان درس عمومی تاریخ تحلیلی صدراسلام با توجه به شرایط پیش آمده یعنی جنگ و اینکه امتحان نداده و غیبت موجه زده شده درخواست امتحان مجدد دارم باتشکر.,1
درخواست بررسی ظرفیت استاد راهنما(دکتر حلوانی)درجهت پایان نامه ,1
مجوز انتخواب واحد بیشتر از حد مجاز (ترم آخری),1
درخواست شرکت در امتحان پایان‌ترم دروس عمومی,1
خواهشمندم دروس عمومی پایان ترم امسال را مجدد برگزار کنید ، ممنون,1
درخواست شرکت مجدد رو امتحان پایان ترم,1
جهت شرکت در امتحانات تابستانی دروس عمومی ۱۴۰۴,1
ایمیل,1
درخواست شرکت در امتحان مجدد به دلیل غیبت در نوبت اول,1
درخواست امادگی دفاع,1
مهلت تحویل پروژه,1
امتحانات پایان ترم.,1
برگزاری امتحان در تابستان 1404,1
درخواست برگزاری امتحانات در تابستان ۱۴۰۴,1
اخذ دروس معارف بیشتر از ۲ واحد ,1
ارائه درس جامعه شناسی در آموزش و پرورش,1
شرکت در آزمون مجدد درس تفسیر موضوعی قرآن ترم بهمن ۱۴۰۴,1
درخواست شرکت در آزمون تابستان امتحانات عمومی پایان ترم (درس اندیشه اسلامی1),1
در خواست شرکت در آزمون تابستان امتحانات عمومی پایان ترم(درس انس با قرآن کریم),1
سلام وقتتون بخیر ترم آخر کارشناسی ناپیوسته هستم بیش از ۴ واحد عمومی دارم با درخواستم موافقت کنید که تایید بشه برا تعداد بیشتر دروس عمومی بگیرم ,1
درخواست کداخلاق برای دانشجویان علوم پزشکی(رشته روانشناسی بالینی),1
شرکت در امتحانات عمومی ,1
با سلام و درود ترم اخر هستم 25 واحد مونده برام امکانش هست مجوز ترم اخر را برام فعال کنید تا درس ها را بر دارم ,1
با سلام و درود ترم اخر هستم 25 واحد مونده برام امکانش هست مجوز ترم اخر را برام فعال کنید تا درس ها را بر دارم,1
امتحانات پایان ترم  دانشجویان شهرستانی ,1
درخواست امتحان مجدد درس عمومی اندیشه اسلامی ۱ ,1
شرکت در امتحانات مجدد عمومی ,1
درخواست تعویق امتحانات,1
درخواست شرکت در امتحانات عمومی مجدد تابستان ,1
مجوز انتخاب واحد بیش از سقف مجاز,1
با سلام . اینجانب با توجه به اینکه معدل بالای 17 بوده و ترم آخر هستم ، درخواست افزایش سقف مجاز انتخاب واحد از 20 واحد به 24 واحد را دارم .,1
برگزاری آزمون مجدد دروس عمومی,1
برگذاری مجدد آزمون عمومی,1
برگذاری آزمون مجدد عمومی ,1
امتحانات لغو شده,1
درخواست شرکت مجدد در امتحانات عمومی در تابستان,1
درخواست امتحان مجدد در درس عمومی وصایا امام,1
درخواست شزکت در امتحان مجدد درس عمومی تاریخ تحلیلی,1
شرکت در امتحانات لغو شده خرداد 1404,1
درخواست شرکت در امتحانات عمومی لغو شده خرداد 1404,1
شرکت در امتحانات عمومی تابستان 1404,1
امتحانات عمومی تابستان 404,1
اخذ کد رهگیری پایان نامه ,1
درخواست شركت در امتحانات تابستان1404,1
درخواست آزمون تابستان ,1
شرکت دوباره در امتحان عمومی,1
انتقال پژوهشیار به مرحله ی 7,1
درخواست انتقال به مرحله 13 پژوهشیار و تعیین تاریخ برای دفاع ,1
درخواست تمدید پایان‌نامه ,1
درخواست برگزاری مجدد امتحانات عمومی کنسل شده دانشکده پزشکی ,1
درخواست امتحان مجدد دروس عمومی ,1
با سلام واحترام خواستار شرکت در ازمون پایانترم درس دانش خانواده و جمعیت هستم نام استاد حمیده رسولی یزدی هست,1
باسلام واحترام خواستار شرکت آزمون پایان ترم درس تاریخ و فرهنگ تمدن اسلام وایران هستم نام استاد درس محمد رضا محمودی و اطلاعات مربوط به لینک کاربرگ درخواست شرکت درامتحانات تابستان 1404 را پرکرده  شرکت در امتحانات ,1
درخواست شرکت در آزمون تابستان امتحانات عمومی پایان ترم(درس تاریخ فرهنگ و تمدن اسلامی ایران),1
سلام . لطفاً تاریخ شروع امتحانات خرداد,1
درخواست شرکت در امتحانات تابستان ۱۴۰۴ (به دلیل شرایط جنگ),1
درخواست شرکت در امتحانات تابستان به دلیل شرایط جنگ ,1
درخواست کد اخلاق پایان نامه کارشناسی ارشد روانشناسی بالینی,1
درخواست کد اخلاق پایان نامه,1
درخواست نامه ی امتحان درس عمومی مجدد,1
با سلام با توجه به شرایط پیش آمده در کشور و نداشتن روحیه برای خواندن امتحانات تعریق امتحانات 25 خرداد را خواستاریم.با تشکر از پیگیری شما,1
با سلام ترم آخر هستم،  درخواست مجوز بیشتر از دو واحد درس معارف دارم ,1
با سلام. ترم آخر هستم یکی از درس ها با درس دیگر زمان امتحان تداخل دارد و نتوانستم درس را اخذ کنم راهنمایی میکنید لطفا ,1
درچه صورت امکان اخذ 23 واحد وجود دارد؟ ,1
درخواست مجدد امتحان عمومی در تابستان ۱۴۰۴,1
نحوه معادلسازی دروس,1
برگزاری امتحان پایانترم عمومی,1
امتحان عمومی پایانترم,1
اخذ واحد بیشتر,1
درخاست امتحان مجدد درس کارگاه انتقال قدرت خودروatcvt2,1
به علت مسافرت به پایتخت ایران ودرگیری درتهران و مسدودیت راه ها اینجانب با تاخیر وارد استان یزد شدم و درخواست امتحان مجدد در درس سیستم های ایمنی ورفاهی خودرو را دارم,1
درخواست مجوز ثبت نام ترم تابستان,1
نامه کارورزی,1
درخواست امتحان مجدد در تابستان برای ایام جنگ ,1
درخواست شرکت در امتحانات تابستان ۱۴۰۴  با سلام  احتراما با توجه به شرایط پیش آمده در کشور و اعلام دانشکده پزشکی علی ابن ابیطالب (ع) یزد، درخواست شرکت در امتحانات تابستان 1404 را دارم.  فرم مربوطه نیز با کد های رهگیری زیر تکمیل شده,1
برگزاری مجدد امتحانات (و دروس عمومی)با توجه به لغو انها,1
احوال پرسی,1
درخواست آزمونهای مجدد تابستان 1404,1
اخذ ترم تابستانه ,1
امتحانات معوق نه,1
 درخواست شرکت در امتحان درس عمومی درس انس با قران با استاد صالحی مهر که بدلیل شرایط اخیر برگزار نشد.  در لینک داده شده اطلاعات ثبت گردید!,1
درخواست شرکت در امتحانات عمومی پایان ترم (درس دانش خانواده و جمعیت ),1
تاریخ شروع امتحانات چه زمانی است؟,1
درخواست شرکت مجدد در دروس عمومی درس اندیشه2,1
درخواست شرکت مجدد در امتحانات عمومی درس اندیشه ها و وصایای امام خمینی,1
درخواست شرکت در امتحانات عمومی پایان ترم( وصایا و اندیشه های امام خميني ره),1
درخواست شرکت در امتحانات عمومی پایان ترم ( درس اندیشه ۲),1
کاربرگ درخواست شرکت در امتحانات تابستان ۱۴۰۴ ویژه ی غیر بومیان یزد,1
کاربرگ درخواست شرکت در امتحانات تابستان ۱۴۰۴ ویژه غیر بومیان یزد,1
در خواست امتحانات عمومی به دلیل عقب افتادن مربوط به شرایط کشور,1
درخواست امتحان عمومی به دلیل تعویق در امتحانات به دلیل اوضاع کشور,1
درخواست شرکت در امتحانات عمومی در تابستان ۱۴۰۴ ,1
درخواست شرکت مجدد در امتحانات عمومی درس عمومی دانش خانواده و جمعیت,1
بررسی نقص مدارک پذیرش,1
سلام من هزینه شهریه رو ساعت 20:55 پرداخت کردم و از حسابم کم شد ولی داخل سایت ثبت نشد و هنوز بدهکارم باید بپردازم..سه ساعت تقریبا گذشته و پول همچنان به حسابم برنگشته ممنون میشم رسیدگی کنید,1
درخواست معرفی نامه برای کاراموزی در عرصه,1
درخواست معرفی نامه کاراموزی در عرصه ,1
برگزاری امتحان در تابستان ۱۴۰۴,1
شرکت در امتحانات عمومی تابستان ,1
درخواست مجوز انتخاب واحد ترم تابستان ,1
درخواست صدور مجوزه انتخاب واحد ترم تابستان ۴۰۳۳,1
درخواست برگزاری مجدد امتحان به علت وقوع جنگ,1
پرداخت شهریه,1
فرم درخواست امتحان مجدد,1
ارسال فرم درخواست امتحان مجدد,1
فرم درخواست,1
مدارک امتحان مجدد,1
با اهدا سلام خواهشمندم جهت گرفتن امتحان مجدد از دانشجویان بومی که موفق به شرکت در امتحان نشدند پیگیری لازم برای جلوگیری از ضایع شدن حق دانشجو به عمل آورید در شرایطی که شاید هر چند دهه یکبار اتفاق بیافتد دستگیرما باشیدباسپاس از همراهی ودرک شما  (پیوست),1
شرکت در ازمون جبرانی درس زبان پیش دانشگاهی,1
انتخاب واحد معارف بیش از سقف مجاز ( ترم آخری),1
مجوز انتخاب واحد معارف بیشتر از سقف مجاز ( ترم آخری),1
فرم مخصوص معدل  دانشجویان سال آخر مقطع کارشناسی ارشد وداوطلبین دکتری ,1
درخواست انتقال مرحله ۱۴ پژوهشیار فرم ها بارگزاری شد لطفا به مرحله ۱۴ انتقال دهید,1
برگزاری مجدد امتحانات دروس عمومی ,1
با سلام درخواست امتحان مجدد درس انقلاب اسلامی را که در تاریخ قبلی لغو شد  در تاریخ هشت شهریور ۱۴۰۴ دارم ,1
تغییر موارد جمع آوری اطلاعات,1
درخواست نامه جمع آوری دیتا برای بایگانی بیمارستان,1
تاریخ انتخاب واحد ترم تابستان,1
سوال در مورد انتخاب واحد,1
درخواست غیبت در امتحان پایان ترم ,1
آیا درس اندیشه های امامین انقلاب اسلامی و وصایای امام خمینی جزو دروس معارف است؟,1
برگزاری امتحانات عمومی لغو شده دانشجویان دانشکده پزشکی در تابستان ,1
در خواست برگزاری امتحان مجدد,1
مشکل کارت ورود به جلسه و ارزشیابی اساتید ,1
درخواست کارت دانشجوی ,1
درخواست شرکت در امتحان مجدد عمومی تابستان۱۴۰۴,1
برگزاری مجدد امتحان روز 25 خرداد,1
بررسی اتصال به سامانه ,1
شرکت در آزمون,1
با سلام و احترام ،اینجانب به دلایلی نتوانستم در آزمون  درس مدیریت منابع انسانی پیشرفته در ترم یکم شرکت کنم و امروز امکان برداشتن این درس را در انتخاب واحد ترم سومم به دلیل تداخل ساعت کلاس و امتحان با دروس ترم سوم نمی باشد خواهشمندم راهنمایی بفرمایید ,1
امتحان مجدد برای افراد غیر بومی,1
نداشتن بدهی ولی با ارور بدهی مواجه شدن,1
